Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
DeAndre Hopkins,HOU,WR,27,15,15,150,104,6,1,2,18,0,2,1165,7,268.5,1,0,0
Josh Jacobs,OAK,RB,21,13,13,27,20,0,0,0,1150,7,242,166,0,191.6,0,1,1
Keenan Allen,LAC,WR,27,16,16,149,104,0,0,0,16,0,3,1199,6,261.5,0,0,0
Miles Sanders,PHI,RB,22,16,11,63,50,0,0,0,818,3,179,509,3,218.7,0,2,1
Allen Robinson,CHI,WR,26,16,15,154,98,0,0,0,2,0,1,1147,7,254.9,0,0,0
Julian Edelman,NWE,WR,33,16,13,153,100,47,1,2,27,0,8,1117,6,256.3,0,3,1
Alvin Kamara,NOR,RB,24,14,9,97,81,13,0,1,797,5,171,533,1,248.5,0,4,1
Marlon Mack,IND,RB,23,14,12,17,14,0,0,0,1091,8,247,82,0,181.3,0,0,0
Jarvis Landry,CLE,WR,27,16,16,138,83,0,0,0,10,0,1,1174,6,237.4,0,0,0
Josh Allen,BUF,QB,23,16,16,0,0,3089,20,461,510,9,109,0,0,288.6,9,14,4
Tyler Lockett,SEA,WR,27,16,16,110,82,0,0,0,-5,0,4,1057,8,235.2,0,1,0
DJ Chark,JAX,WR,23,15,14,118,73,0,0,0,20,0,2,1008,8,225.8,0,0,0
Kenyan Drake,2TM,RB,25,14,10,68,50,0,0,0,817,8,170,345,0,214.2,0,2,1
Patrick Mahomes,KAN,QB,24,14,14,0,0,4031,26,484,218,2,43,0,0,287.0,5,3,2
Phillip Lindsay,DEN,RB,25,16,16,48,35,0,0,0,1011,7,224,196,0,197.7,0,0,0
Kyler Murray,ARI,QB,22,16,16,0,0,3722,20,542,544,4,93,0,0,285.3,12,5,2
Courtland Sutton,DEN,WR,24,16,14,124,72,38,0,1,17,0,3,1112,6,222.4,0,2,0
Stefon Diggs,MIN,WR,26,15,15,94,63,0,0,1,61,0,5,1130,6,212.1,0,4,3
John Brown,BUF,WR,29,15,15,115,72,28,1,1,7,0,2,1060,6,219.8,0,0,0
Hunter Henry,LAC,TE,25,12,12,76,55,0,0,0,0,0,0,652,5,150.2,0,1,1
Michael Gallup,DAL,WR,23,14,12,113,66,0,0,0,0,0,0,1107,6,212.7,0,0,0
Aaron Rodgers,GNB,QB,36,16,16,0,0,4002,26,569,183,1,46,0,0,278.4,4,4,4
Tyler Higbee,LAR,TE,26,15,15,89,69,0,0,0,0,0,0,734,3,160.4,0,0,0
D.J. Moore,CAR,WR,22,15,15,135,87,0,0,0,40,0,6,1175,4,230.5,0,2,1
Robert Woods,LAR,WR,27,15,15,139,90,0,0,0,115,1,17,1134,2,232.9,0,0,0
Carson Wentz,PHI,QB,27,16,16,0,0,4039,27,607,243,1,62,0,0,275.9,7,16,7
Raheem Mostert,SFO,RB,27,16,0,22,14,0,0,0,772,8,137,180,2,165.2,0,2,2
Dallas Goedert,PHI,TE,24,15,9,87,58,0,0,0,0,0,0,607,5,144.7,0,2,2
Le'Veon Bell,NYJ,RB,27,15,15,78,66,0,0,0,789,3,245,461,1,215.0,0,1,1
Mike Gesicki,MIA,TE,24,16,5,89,51,0,0,0,0,0,0,570,5,136.0,0,1,1
Calvin Ridley,ATL,WR,25,13,10,93,63,0,0,0,34,0,2,866,7,197.0,0,0,0
Terry McLaurin,WAS,WR,24,14,14,93,58,0,0,0,0,0,0,919,7,191.9,0,0,0
David Montgomery,CHI,RB,22,16,8,35,25,0,0,0,889,6,242,185,1,170.4,0,2,2
Tyler Boyd,CIN,WR,25,16,15,148,90,0,0,0,23,0,4,1046,5,222.9,0,2,2
Matt Ryan,ATL,QB,34,15,15,0,0,4466,26,616,147,1,34,0,0,267.3,14,9,5
Deebo Samuel,SFO,WR,23,15,11,81,57,0,0,0,159,3,14,802,3,189.1,0,2,1
Marvin Jones,DET,WR,29,13,11,91,62,0,0,0,0,0,2,779,9,193.9,0,0,0
Carlos Hyde,HOU,RB,29,16,14,16,10,0,0,0,1070,6,245,42,0,153.2,0,4,2
Tyreek Hill,KAN,WR,25,12,12,89,58,0,0,0,23,0,8,860,7,188.3,0,0,0
Davante Adams,GNB,WR,27,12,12,127,83,0,0,0,0,0,0,997,5,212.7,0,2,1
Michael Burton,WAS,,27,10,2,1,0,0,0,0,0,0,0,0,0,,0,,0
Jamize Olawale,DAL,,30,16,5,2,0,0,0,0,0,0,0,0,0,,0,,0
D.K. Metcalf,SEA,WR,22,16,15,100,58,0,0,0,11,0,2,900,7,187.1,0,3,3
Sony Michel,NWE,RB,24,16,14,20,12,0,0,0,912,7,247,94,0,152.6,0,2,1
Tom Brady,NWE,QB,42,16,16,0,0,4057,24,613,34,3,26,0,0,263.7,8,4,1
Jared Goff,LAR,QB,25,16,16,0,0,4638,22,626,40,2,33,0,0,247.5,16,10,5
Jimmy Garoppolo,SFO,QB,28,16,16,0,0,3978,27,476,62,1,46,0,0,247.3,13,10,5
Derek Carr,OAK,QB,28,16,16,0,0,4054,21,513,82,2,27,0,0,244.4,8,7,3
Kirk Cousins,MIN,QB,31,15,15,1,0,3603,26,444,63,1,31,0,0,244.4,6,10,3
Ryan Fitzpatrick,MIA,QB,37,15,13,0,0,3529,20,502,243,4,54,0,0,241.5,13,9,2
Philip Rivers,LAC,QB,38,16,16,0,0,4615,23,591,29,0,12,0,0,235.5,20,8,3
Baker Mayfield,CLE,QB,24,16,16,0,0,3827,22,534,141,3,28,0,0,229.2,21,6,2
Gardner Minshew II,JAX,QB,23,14,12,0,0,3271,21,470,344,0,67,0,0,229.2,6,12,7
Drew Brees,NOR,QB,40,11,11,0,0,2979,27,378,-4,1,9,0,0,224.8,4,0,0
Ryan Tannehill,TEN,QB,31,12,10,0,0,2742,22,286,185,4,43,0,0,224.2,6,5,3
Jacoby Brissett,IND,QB,27,15,15,1,1,2942,18,447,228,4,56,2,0,217.7,6,7,5
Daniel Jones,NYG,QB,22,13,12,0,0,3027,24,459,279,2,45,0,0,215.0,12,19,11
Andy Dalton,CIN,QB,32,13,13,1,1,3494,16,528,73,4,32,-4,0,203.7,14,8,4
Mitchell Trubisky,CHI,QB,25,15,15,0,0,3138,17,516,193,2,48,0,0,202.8,10,5,2
Sam Darnold,NYJ,QB,22,13,13,0,0,3024,19,441,62,2,33,0,0,189.2,13,11,3
Kyle Allen,CAR,QB,23,13,12,0,0,3322,17,489,106,2,32,0,0,177.5,16,13,7
Matthew Stafford,DET,QB,31,8,8,0,0,2499,19,291,66,0,20,0,0,166.6,5,5,3
Devonta Freeman,ATL,RB,27,14,14,70,59,0,0,0,656,2,184,410,4,197.6,0,3,2
Melvin Gordon,LAC,RB,26,12,11,55,42,0,0,0,612,8,162,296,1,180.8,0,4,3
Ronald Jones II,TAM,RB,22,16,9,40,31,0,0,0,724,6,172,309,0,166.3,0,3,2
Adrian Peterson,WAS,RB,34,15,15,23,17,0,0,0,898,5,211,142,0,147.0,0,3,2
James White,NWE,RB,27,15,1,95,72,35,0,1,263,1,67,645,5,200.2,0,1,1
Odell Beckham Jr.,CLE,WR,27,16,15,133,74,20,0,2,10,0,3,1035,4,201.3,0,1,1
Emmanuel Sanders,2TM,WR,32,17,16,97,66,35,1,1,0,0,0,869,5,190.3,0,0,0
Latavius Murray,NOR,RB,29,16,8,43,34,0,0,0,637,5,146,235,1,157.2,0,0,0
Darius Slayton,NYG,WR,22,14,9,84,48,0,0,0,0,0,0,740,8,170.0,0,0,0
Jamison Crowder,NYJ,WR,26,16,12,122,78,0,0,0,4,0,1,833,6,197.7,0,0,0
Devin Singletary,BUF,RB,22,12,8,41,29,0,0,0,775,2,151,194,2,147.9,0,4,1
Cole Beasley,BUF,WR,30,15,10,106,67,0,0,0,0,0,0,778,6,184.8,0,0,0
Curtis Samuel,CAR,WR,23,16,15,105,54,0,0,0,130,1,19,627,6,171.7,0,0,0
Tevin Coleman,SFO,RB,26,14,11,30,21,0,0,0,544,6,137,180,1,135.4,0,0,0
James Conner,PIT,RB,24,10,10,38,34,0,0,0,464,4,116,251,3,145.5,0,1,1
Mike Williams,LAC,WR,25,15,15,90,49,0,0,0,2,0,1,1001,2,161.3,0,0,0
Damien Williams,KAN,RB,27,11,6,37,30,0,0,0,498,5,111,213,2,141.1,0,1,1
Chosen Anderson,NYJ,WR,26,16,15,96,52,0,0,0,4,0,1,779,5,162.3,0,1,0
Chris Conley,JAX,WR,27,16,14,90,47,0,0,0,0,0,0,775,5,156.5,0,0,0
Duke Johnson,HOU,RB,26,16,2,62,44,0,0,0,410,2,83,410,3,154.0,0,1,1
Mason Rudolph,PIT,QB,24,10,8,0,0,1765,13,283,42,0,21,0,0,108.8,9,4,0
Jamaal Williams,GNB,RB,24,14,2,45,39,0,0,0,460,1,107,253,5,146.3,0,0,0
David Johnson,ARI,RB,28,13,9,47,36,0,0,0,345,2,94,370,4,141.5,0,1,1
Diontae Johnson,PIT,WR,23,16,12,92,59,0,0,0,41,0,4,680,5,163.1,0,5,2
Case Keenum,WAS,QB,31,10,8,0,0,1707,11,247,12,1,9,0,0,103.5,5,6,3
Golden Tate,NYG,WR,31,11,10,85,49,0,0,0,16,0,1,676,6,152.2,0,1,1
Larry Fitzgerald,ARI,WR,36,16,16,109,75,0,0,0,0,0,0,804,4,177.4,0,1,1
Breshad Perriman,TAM,WR,26,14,4,69,36,0,0,0,16,0,2,645,6,138.1,0,0,0
Peyton Barber,TAM,RB,25,16,7,24,16,0,0,0,470,6,154,115,1,116.5,0,1,1
Jordan Howard,PHI,RB,25,10,4,14,10,0,0,0,525,6,119,69,1,111.4,0,0,0
Tyrell Williams,OAK,WR,27,14,12,64,42,0,0,0,0,0,0,651,6,143.1,0,0,0
Marquise Brown,BAL,WR,22,14,11,71,46,0,0,0,0,0,0,584,7,146.4,0,0,0
Randall Cobb,DAL,WR,29,15,6,83,55,0,0,1,11,0,3,828,3,154.9,0,2,1
Christian Kirk,ARI,WR,23,13,13,108,68,0,0,0,93,0,10,709,3,168.2,0,0,0
Royce Freeman,DEN,RB,23,16,0,50,43,0,0,0,496,3,132,256,1,142.2,0,0,0
Mecole Hardman,KAN,WR,21,16,5,41,26,0,0,0,17,0,4,538,6,119.5,0,2,2
Zach Pascal,IND,WR,25,16,13,72,41,0,0,1,16,0,2,607,5,135.3,0,0,0
LeSean McCoy,KAN,RB,31,13,9,34,28,0,0,0,465,4,101,181,1,118.6,0,3,2
Dede Westbrook,JAX,WR,26,15,11,101,66,0,0,0,27,0,5,660,3,156.7,0,1,0
Teddy Bridgewater,NOR,QB,27,9,5,0,0,1384,9,196,31,0,28,0,0,90.5,2,1,0
James Washington,PIT,WR,23,15,10,80,44,0,0,0,0,0,0,735,3,133.5,0,1,1
Sammy Watkins,KAN,WR,26,14,13,90,52,0,0,0,12,0,2,673,3,138.5,0,2,1
Gus Edwards,BAL,RB,24,16,1,7,7,0,0,0,711,2,133,45,0,92.6,0,2,1
DeAndre Washington,OAK,RB,26,16,3,41,36,0,0,0,387,3,108,292,0,121.9,0,0,0
Tarik Cohen,CHI,RB,24,16,11,104,79,0,0,0,213,0,64,456,3,163.9,0,3,0
Joe Flacco,DEN,QB,34,8,8,0,0,1822,6,262,20,0,12,0,0,84.9,5,8,3
Will Fuller,HOU,WR,25,11,11,71,49,0,0,0,0,0,0,670,3,134.0,0,1,0
Marcus Mariota,TEN,QB,26,7,6,0,0,1203,7,160,129,0,24,0,0,85.0,2,3,0
Hunter Renfrow,OAK,WR,24,13,4,71,49,0,0,0,0,0,0,605,4,133.5,0,1,0
Sterling Shepard,NYG,WR,26,10,10,83,57,0,0,0,72,0,6,576,3,141.8,0,0,0
Matt Breida,SFO,RB,24,13,5,22,19,0,0,0,623,1,123,120,1,103.3,0,2,1
Adam Thielen,MIN,WR,29,10,10,48,30,0,0,0,6,1,4,418,6,114.4,0,0,0
Taysom Hill,NOR,QB,29,16,5,22,19,55,0,6,156,1,27,234,6,102.2,0,0,0
Frank Gore,BUF,RB,36,16,8,16,13,0,0,0,599,2,166,100,0,94.9,0,0,0
T.Y. Hilton,IND,WR,30,10,10,68,45,0,0,0,0,0,0,501,5,125.1,0,0,0
Kenny Stills,HOU,WR,27,13,5,55,40,0,0,0,0,0,0,561,4,120.1,0,0,0
Danny Amendola,DET,WR,34,15,10,97,62,19,1,1,0,0,0,678,1,140.6,0,0,0
Alshon Jeffery,PHI,WR,29,10,10,73,43,0,0,0,2,1,1,490,4,122.2,0,0,0
Dwayne Haskins,WAS,QB,22,9,7,0,0,1365,7,203,101,0,20,0,0,76.7,7,6,2
Jason Witten,DAL,TE,37,16,16,83,63,0,0,0,0,0,0,529,4,139.9,0,1,1
Brandin Cooks,LAR,WR,26,14,14,72,42,0,0,0,52,0,6,583,2,117.5,0,0,0
Darren Fells,HOU,TE,33,16,14,48,34,0,0,0,0,0,0,341,7,110.1,0,0,0
Anthony Miller,CHI,WR,25,16,7,85,52,0,0,0,-1,0,1,656,2,127.5,0,1,1
Steven Sims,WAS,WR,22,16,2,56,34,0,0,1,85,1,9,310,4,109.5,0,1,0
Kerryon Johnson,DET,RB,22,8,7,15,10,0,0,0,403,3,113,127,1,85.0,0,1,1
Kyle Rudolph,MIN,TE,30,16,16,48,39,0,0,0,0,0,0,367,6,113.7,0,0,0
Rex Burkhead,NWE,RB,29,13,1,38,27,0,0,0,302,3,65,279,0,101.1,0,1,1
Nyheim Hines,IND,RB,23,16,2,58,44,0,0,0,199,2,52,320,0,117.9,0,1,1
Tony Pollard,DAL,RB,22,15,0,20,15,0,0,0,455,2,86,107,1,89.2,0,1,1
Boston Scott,PHI,RB,24,11,2,26,24,0,0,0,245,5,61,204,0,96.9,0,4,1
Corey Davis,TEN,WR,24,15,11,69,43,0,0,0,0,0,0,601,2,115.1,0,1,0
Phillip Dorsett,NWE,WR,26,14,4,54,29,0,0,0,21,0,3,397,5,100.8,0,0,0
Greg Olsen,CAR,TE,34,14,14,82,52,0,0,0,0,0,0,597,2,123.7,0,0,0
Chase Edmonds,ARI,RB,23,13,2,21,12,0,0,0,303,4,60,105,1,82.8,0,0,0
Noah Fant,DEN,TE,22,16,11,66,40,0,0,0,-12,0,3,562,3,111.0,0,1,1
JuJu Smith-Schuster,PIT,WR,23,12,12,70,42,0,0,0,0,0,0,552,3,113.2,0,1,1
Jonnu Smith,TEN,TE,24,16,14,44,35,0,0,0,78,0,4,439,3,104.7,0,0,0
Jack Doyle,IND,TE,29,16,16,72,43,0,0,0,0,0,0,448,4,111.8,0,1,0
Demarcus Robinson,KAN,WR,25,16,10,55,32,0,0,0,0,0,0,449,4,100.9,0,0,0
Kendrick Bourne,SFO,WR,24,16,0,44,30,0,0,0,0,0,0,358,5,97.8,0,0,0
Allen Lazard,GNB,WR,24,16,3,52,35,0,0,0,21,0,1,477,3,102.8,0,0,0
Drew Lock,DEN,QB,23,5,5,0,0,1020,7,156,72,0,18,0,0,68.0,3,3,1
Rashaad Penny,SEA,RB,23,10,0,11,8,0,0,0,370,3,65,83,1,75.3,0,1,1
John Ross,CIN,WR,24,8,8,56,28,0,0,0,4,0,3,506,3,95.0,0,1,1
Evan Engram,NYG,TE,25,8,6,68,44,0,0,0,7,0,3,467,3,109.4,0,0,0
Mohamed Sanu,2TM,WR,30,15,12,89,59,0,0,0,11,0,3,520,2,124.1,0,0,0
Tyler Eifert,CIN,TE,29,16,4,63,43,0,0,0,0,0,0,436,3,106.6,0,0,0
Ryan Griffin,NYJ,TE,29,13,13,41,34,0,0,0,0,0,0,320,5,98.0,0,0,0
Kareem Hunt,CLE,RB,24,8,3,44,37,0,0,0,179,2,43,285,1,101.4,0,1,0
Willie Snead,BAL,WR,27,16,11,46,31,0,0,0,2,0,2,339,5,95.1,0,0,0
Jimmy Graham,GNB,TE,33,16,10,60,38,0,0,0,0,0,0,447,3,100.7,0,1,0
Auden Tate,CIN,WR,22,12,10,80,40,0,0,0,0,0,0,575,1,101.5,0,1,1
Taylor Gabriel,CHI,WR,28,9,7,48,29,0,0,0,20,0,3,353,4,90.3,0,0,0
Preston Williams,MIA,WR,22,8,7,60,32,0,0,0,0,0,0,428,3,90.8,0,2,1
Alexander Mattison,MIN,RB,21,13,0,12,10,0,0,0,462,1,100,82,0,68.4,0,1,1
Marquez Valdes-Scantling,GNB,WR,25,16,10,56,26,0,0,0,9,0,2,452,2,84.1,0,0,0
Malcolm Brown,LAR,RB,26,14,1,6,2,0,0,0,255,5,69,16,0,59.1,0,0,0
Jeff Driskel,DET,QB,26,3,3,1,1,685,4,105,151,1,22,6,0,58.1,4,1,0
Brian Hill,ATL,RB,24,12,2,14,10,0,0,0,323,2,78,69,1,67.2,0,0,0
Jaylen Samuels,PIT,RB,23,14,4,57,47,35,0,5,175,1,66,305,1,104.4,1,1,1
Tajae Sharpe,TEN,WR,25,15,6,35,25,0,0,0,0,0,0,329,4,81.9,0,0,0
Eric Ebron,IND,TE,26,11,2,52,31,0,0,0,0,0,0,375,3,86.5,0,0,0
Ted Ginn Jr.,NOR,WR,34,16,9,56,30,0,0,0,18,0,3,421,2,85.9,0,0,0
Nelson Agholor,PHI,WR,26,11,10,69,39,0,0,0,7,0,2,363,3,94.0,0,2,1
Cameron Brate,TAM,TE,28,16,6,55,36,0,0,0,0,0,0,311,4,91.1,0,0,0
Keelan Cole,JAX,WR,26,16,1,35,24,0,0,0,6,0,1,361,3,78.7,0,0,0
Blake Jarwin,DAL,TE,25,16,7,41,31,0,0,0,0,0,0,365,3,85.5,0,1,0
Benny Snell Jr.,PIT,RB,21,13,2,4,3,0,0,0,426,2,108,23,0,57.9,0,1,1
Jordan Akins,HOU,TE,27,16,9,55,36,0,0,0,0,0,0,418,2,89.8,0,0,0
David Blough,DET,QB,24,5,5,1,1,984,4,174,31,0,8,19,1,55.4,6,1,0
Eli Manning,NYG,QB,38,4,4,0,0,1042,6,147,7,0,4,0,0,54.4,5,3,1
Alex Erickson,CIN,WR,27,16,6,78,43,26,0,1,33,0,5,529,0,96.2,0,4,2
Gerald Everett,LAR,TE,25,13,2,60,37,0,0,0,0,0,1,408,2,89.8,0,0,0
Jacob Hollister,SEA,TE,26,11,3,59,41,0,0,0,0,0,0,349,3,93.9,0,0,0
Tre'Quan Smith,NOR,WR,23,11,6,25,18,0,0,0,0,0,0,234,5,71.4,0,0,0
Darrel Williams,KAN,RB,24,12,0,19,15,0,0,0,141,3,41,167,1,67.8,0,1,1
Allen Hurns,MIA,WR,28,14,7,47,32,0,0,0,0,0,0,416,2,83.6,0,1,1
Dawson Knox,BUF,TE,23,15,11,50,28,0,0,0,9,0,1,388,2,79.7,0,0,0
Chris Thompson,WAS,RB,29,11,0,58,42,0,0,0,138,0,37,378,0,93.6,0,1,0
Will Dissly,SEA,TE,23,6,6,27,23,0,0,0,7,0,1,262,4,73.9,0,1,0
Devlin Hodges,PIT,QB,23,8,6,0,0,1063,5,160,68,0,21,0,0,51.3,8,5,1
Russell Gage,ATL,WR,23,16,4,74,49,0,0,0,12,0,4,446,1,98.8,0,1,1
Derrius Guice,WAS,RB,22,5,1,9,7,0,0,0,245,2,42,79,1,57.4,0,0,0
O.J. Howard,TAM,TE,25,14,14,53,34,0,0,0,0,0,0,459,1,83.9,0,1,1
Adam Humphries,TEN,WR,26,12,3,47,37,0,0,0,1,0,1,374,2,86.5,0,1,0
J.D. McKissic,DET,RB,26,16,3,42,34,0,0,0,205,0,38,233,1,83.8,0,0,0
T.J. Hockenson,DET,TE,22,12,7,59,32,0,0,0,0,0,0,367,2,80.7,0,0,0
Demaryius Thomas,NYJ,WR,32,11,10,58,36,0,0,0,0,0,0,433,1,85.3,0,0,0
Olabisi Johnson,MIN,WR,22,16,6,45,31,0,0,0,6,0,1,294,3,79.0,0,0,0
Mike Boone,MIN,RB,24,16,2,4,3,0,0,0,273,3,49,17,0,50.0,0,0,0
Josh Gordon,2TM,WR,28,11,7,47,27,0,0,1,1,0,1,426,1,73.7,1,0,0
Hayden Hurst,BAL,TE,26,16,4,39,30,0,0,0,0,0,0,349,2,76.9,0,0,0
Foster Moreau,OAK,TE,22,13,7,25,21,0,0,0,0,0,0,174,5,68.4,0,0,0
Jalen Richard,OAK,RB,26,16,0,43,36,0,0,0,145,0,39,323,0,82.8,0,2,0
Jordan Wilkins,IND,RB,25,14,1,11,7,0,0,0,307,2,51,43,0,54.0,0,0,0
Vance McDonald,PIT,TE,29,14,14,55,38,0,0,0,2,0,1,273,3,83.5,0,1,0
Albert Wilson,MIA,WR,27,13,4,62,43,20,0,2,45,0,5,351,1,89.4,0,0,0
Patrick Laird,MIA,RB,24,15,4,30,23,0,0,0,168,1,62,204,0,68.2,0,0,0
Ricky Seals-Jones,CLE,TE,24,14,3,22,14,0,0,0,0,0,0,229,4,58.9,0,1,1
Kaden Smith,NYG,TE,22,9,6,42,31,0,0,0,0,0,0,268,3,75.8,0,2,0
Nick Boyle,BAL,TE,26,16,15,43,31,0,0,0,0,0,0,321,2,75.1,0,0,0
Jeff Wilson,SFO,RB,24,10,0,5,3,0,0,0,105,4,27,34,1,46.9,0,0,0
David Moore,SEA,WR,24,14,1,34,17,0,0,0,25,0,3,301,2,59.6,0,2,1
Irv Smith Jr.,MIN,TE,21,16,7,47,36,0,0,0,0,0,0,311,2,79.1,0,1,0
Brandon Bolden,NWE,RB,29,15,2,11,9,0,0,0,68,3,15,111,1,50.9,0,0,0
Justice Hill,BAL,RB,22,16,0,15,8,0,0,0,225,2,58,70,0,49.5,0,0,0
Cody Latimer,NYG,WR,27,15,10,42,24,0,0,0,0,0,0,300,2,66.0,0,0,0
Matt Moore,KAN,QB,35,6,2,0,0,659,4,91,-1,0,5,0,0,42.3,0,2,0
Bo Scarbrough,DET,RB,25,6,5,4,1,0,0,0,377,1,89,5,0,43.2,0,1,1
Geronimo Allison,GNB,WR,25,16,6,55,34,0,0,0,7,0,1,287,2,75.4,0,2,1
Josh Hill,NOR,TE,29,16,11,35,25,0,0,0,0,0,0,226,3,65.6,0,0,0
Dion Lewis,TEN,RB,29,16,1,32,25,0,0,0,209,0,54,164,1,66.3,0,1,1
Josh Reynolds,LAR,WR,24,16,2,43,21,0,0,0,23,0,5,326,1,61.9,0,0,0
Damiere Byrd,ARI,WR,26,11,3,46,32,0,0,0,0,0,0,359,1,71.9,0,1,1
Marcus Johnson,IND,WR,25,8,6,33,17,0,0,0,0,0,0,277,2,56.7,0,0,0
Dare Ogunbowale,TAM,RB,25,16,0,46,35,0,0,0,17,2,11,286,0,75.3,0,2,1
Seth Roberts,BAL,WR,28,16,0,35,21,0,0,0,0,0,0,271,2,60.1,0,0,0
Kalen Ballage,MIA,RB,24,12,6,24,14,0,0,0,135,3,74,63,0,51.8,0,0,0
Giovani Bernard,CIN,RB,28,16,2,43,30,0,0,0,170,0,53,234,0,68.4,0,2,1
Miles Boykin,BAL,WR,23,16,11,22,13,0,0,0,0,0,0,198,3,50.8,0,0,0
Nick Foles,JAX,QB,30,4,4,0,0,736,3,117,23,0,4,0,0,37.7,2,2,2
Ryquell Armstead,JAX,RB,23,16,1,24,14,0,0,0,108,0,35,144,2,51.2,0,0,0
Wayne Gallman,NYG,RB,25,10,2,15,11,0,0,0,110,2,29,102,1,48.2,0,0,1
Kelvin Harmon,WAS,WR,23,16,8,44,30,11,0,1,0,0,0,365,0,66.9,0,0,0
Paul Richardson,WAS,WR,27,10,6,42,28,0,0,0,0,0,1,245,2,64.5,0,0,0
DaeSean Hamilton,DEN,WR,24,16,2,52,28,0,0,0,0,0,0,297,1,63.7,0,0,0
Ty Johnson,DET,RB,22,16,1,31,24,0,0,0,273,0,63,109,0,60.2,0,1,1
Isaiah McKenzie,BUF,WR,24,15,8,39,27,0,0,0,49,0,8,254,1,63.3,0,0,0
Jakobi Meyers,NWE,WR,23,15,1,41,26,0,0,0,0,0,0,359,0,61.9,0,0,0
C.J. Uzomah,CIN,TE,26,16,16,40,27,0,0,0,0,0,0,242,2,63.2,0,0,0
