Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
De'Lance Turner,MIA,RB,24,8,0,0,0,0,0,0,6,0,4,0,0,0.6,0,0,0
John Ursua,SEA,WR,25,3,0,1,1,0,0,0,0,0,0,11,0,2.1,0,0,0
Dexter Williams,GNB,RB,22,4,0,0,0,0,0,0,11,0,5,0,0,1.1,0,0,0
Jerell Adams,HOU,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Stephen Anderson,LAC,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Evan Baylis,GNB,,26,5,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Kendall Blanton,LAR,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tim Boyle,GNB,QB,25,3,0,0,0,15,0,4,-7,0,5,0,0,-0.1,0,0,0
Deante Burton,DAL,,25,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trenton Cannon,NYJ,,25,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Garrett Celek,SFO,,31,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Jordan Chunn,DAL,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chandler Cox,MIA,,23,13,3,0,0,0,0,0,0,0,0,0,0,,0,,0
River Cracraft,DEN,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jerome Cunningham,WAS,,28,2,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Darrell Daniels,ARI,TE,25,11,0,3,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Davion Davis,MIN,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
James Develin,NWE,TE,31,2,2,0,0,0,0,0,3,0,2,0,0,0.3,0,0,0
Garrett Dickerson,NYG,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Gehrig Dieter,KAN,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Brandon Dillon,MIN,,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Josh Doctson,MIN,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Alex Ellis,PHI,,26,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
David Fales,NYJ,,29,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
David Fluellen,TEN,,27,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
D.J. Foster,ARI,,26,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Travis Fulgham,DET,,24,3,0,3,0,0,0,0,0,0,0,0,0,,0,,0
Zach Gentry,PIT,TE,23,4,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Garrett Gilbert,CLE,QB,28,5,0,0,0,0,0,3,-3,0,3,0,0,-0.3,0,0,0
Cullen Gillaspia,HOU,,24,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cyril Grayson,TAM,WR,26,2,0,1,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Xavier Grimble,PIT,TE,27,3,1,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Jalen Guyton,LAC,,22,3,0,2,0,0,0,0,0,0,0,0,0,,0,,0
Justin Hardee,NOR,,25,16,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Clark Harris,CIN,,35,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Krishawn Hogan,NOR,WR,24,8,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Lil'Jordan Humphrey,NOR,,21,5,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Trenton Irwin,CIN,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Gary Jennings Jr,MIA,,22,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tom Kennedy,DET,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Darvin Kidsy,WAS,,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Keith Kirkwood,NOR,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Matt Lengel,IND,,29,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Josh Malone,NYJ,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jeremy McNichols,JAX,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trace McSorley,BAL,QB,24,1,0,0,0,0,0,0,1,0,1,0,0,0.1,0,0,0
Carson Meier,ATL,,24,1,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Jaydon Mickens,TAM,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Alfred Morris,ARI,RB,31,1,0,0,0,0,0,0,4,0,1,0,0,0.4,0,0,0
Nick Mullens,SFO,QB,24,1,0,0,0,0,0,0,-3,0,3,0,0,-0.3,0,0,0
Jojo Natson,LAR,,25,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Roosevelt Nix,PIT,RB,27,3,0,3,2,0,0,0,0,0,0,4,0,2.4,0,0,0
Matthew Orzech,JAX,,24,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Senorise Perry,BUF,RB,28,11,0,1,1,0,0,0,3,0,3,1,0,1.4,0,0,0
Craig Reynolds,WAS,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Richard Rodgers,PHI,,27,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cooper Rush,DAL,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Spencer Schnell,TAM,,25,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Mason Schreck,CIN,,26,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Trevor Siemian,NYJ,QB,28,1,1,0,0,3,0,6,0,0,0,0,0,0.1,0,0,0
Matthew Slater,NWE,,34,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Rod Smith,2TM,,27,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nate Solder,NYG,,31,16,16,0,0,0,0,0,0,0,0,0,0,,0,0,0
Jace Sternberger,GNB,,23,6,1,1,0,0,0,0,0,0,0,0,0,,0,,0
Alex Tanney,NYG,QB,32,1,0,0,0,1,0,1,0,0,0,0,0,,0,0,0
Taywan Taylor,CLE,,24,3,1,1,0,0,0,0,0,0,0,0,0,,0,0,0
Eric Tomlinson,3TM,TE,27,8,3,1,1,0,0,0,0,0,0,1,0,1.1,0,0,0
Robert Turbin,SEA,,30,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jason Vander Laan,NOR,,27,2,1,0,0,0,0,0,0,0,0,0,0,,0,0,0
Austin Walter,NYG,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jester Weah,WAS,,24,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nsimba Webster,LAR,,23,5,0,0,0,0,0,0,0,0,0,0,0,,0,1,0
Chad Williams,IND,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Trayveon Williams,CIN,,22,11,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Juwann Winfree,DEN,,23,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Blake Bortles,LAR,QB,27,3,0,0,0,3,0,2,-9,0,2,0,0,-0.8,0,0,0
Sean Mannion,MIN,QB,27,3,1,0,0,126,0,21,-5,0,6,0,0,-1.5,2,1,1
Greg Dortch,CAR,,21,2,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,1,1
Quincy Enunwa,NYJ,WR,27,1,1,3,1,0,0,0,0,0,0,-4,0,-1.4,0,1,1
Ray-Ray McCloud,CAR,,23,6,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,3,1
Darrius Shepherd,GNB,WR,24,6,0,2,1,0,0,0,0,0,0,1,0,-0.9,0,1,1
Jarrett Stidham,NWE,QB,23,3,0,0,0,14,0,4,-2,0,2,0,0,-1.6,1,0,0
Michael Walker,JAX,WR,23,7,0,3,2,0,0,0,0,0,0,15,0,-0.5,0,2,2
Corey Clement,PHI,,25,4,0,0,0,0,0,0,0,0,0,0,0,-4.0,0,2,2
